CustomerID,Age,Gender,Location,Annual_Income,Purchase_Frequency,Avg_Order_Value,Total_Annual_Spend,Top_Category,Preferred_Channel,Days_Since_Last_Purchase,Returns_Count,Satisfaction_Score,Loyalty_Score
CUST06948,63,Male,San Diego,39962,9,81.15,730.35,Books,Online,13,0,4.3,4.2
CUST06949,44,Male,Chicago,53578,13,245.21,3187.73,Books,Online,23,2,4.0,5.9
CUST06950,49,Male,Dallas,79115,11,83.92,923.12,Beauty,In-Store,20,2,3.4,4.6
CUST06951,22,Female,Dallas,31268,7,124.35,870.45,Health,Online,86,0,4.0,3.5
CUST06952,51,Female,San Diego,54935,12,55.6,667.2,Beauty,In-Store,62,2,4.0,4.4
CUST06953,45,Female,Houston,88204,17,88.87,1510.79,Sports,Mobile App,56,2,4.0,5.7
CUST06954,44,Female,Chicago,35091,12,59.24,710.88,Health,Online,70,1,4.6,4.4
CUST06955,27,Male,San Diego,29998,10,77.35,773.5,Sports,Mobile App,50,1,4.2,4.2
CUST06956,60,Female,Houston,50088,12,37.8,453.6,Toys,Online,120,2,3.2,4.0
CUST06957,41,Male,San Diego,35485,11,88.23,970.53,Sports,Online,56,3,3.7,4.4
CUST06958,30,Female,New York,87216,9,26.19,235.71,Toys,Online,19,2,3.9,4.0
CUST06959,37,Male,Phoenix,55791,7,32.92,230.44,Health,Online,98,3,2.2,3.1
CUST06960,25,Male,Los Angeles,68722,12,140.8,1689.6,Clothing,Online,6,0,3.4,5.2
CUST06961,47,Male,Houston,55473,8,78.99,631.92,Home & Garden,Online,6,0,4.2,4.0
CUST06962,47,Female,New York,94042,8,130.0,1040.0,Electronics,In-Store,2,1,4.5,4.2
CUST06963,24,Male,New York,39105,9,79.46,715.14,Books,Online,4,2,4.5,4.3
CUST06964,39,Male,Dallas,20000,12,15.9,190.8,Groceries,Online,4,3,4.1,4.6
CUST06965,41,Male,Phoenix,47395,14,34.48,482.72,Beauty,Online,13,0,3.3,5.0
CUST06966,40,Non-binary,Philadelphia,47563,6,203.77,1222.62,Books,Online,14,1,3.9,3.9
CUST06967,28,Male,Chicago,74056,10,104.66,1046.6,Home & Garden,Mobile App,163,0,3.2,3.6
CUST06968,22,Male,San Antonio,95215,11,227.65,2504.15,Books,Mobile App,32,0,4.3,5.2
CUST06969,43,Female,New York,26735,15,200.7,3010.5,Electronics,Online,6,3,3.8,6.3
CUST06970,31,Male,San Jose,66498,10,23.86,238.6,Clothing,Online,7,1,3.7,4.2
CUST06971,47,Female,Phoenix,43512,10,26.11,261.1,Health,Mobile App,41,0,4.2,4.0
CUST06972,43,Female,San Antonio,59079,12,56.58,678.96,Clothing,Online,3,1,4.7,4.8
CUST06973,31,Female,San Jose,120164,13,130.12,1691.56,Automotive,In-Store,16,0,4.5,5.3
CUST06974,24,Female,Philadelphia,41340,11,118.85,1307.35,Clothing,Online,11,1,3.7,4.8
CUST06975,56,Male,Philadelphia,106960,11,215.53,2370.83,Automotive,Online,114,3,3.4,4.6
CUST06976,39,Female,Phoenix,43445,16,97.89,1566.24,Books,Online,6,2,3.9,5.9
CUST06977,18,Male,Phoenix,135420,12,141.0,1692.0,Toys,Online,5,0,3.8,5.2
CUST06978,30,Female,Dallas,42510,11,58.65,645.15,Books,In-Store,7,3,3.0,4.6
CUST06979,22,Female,Phoenix,24664,9,33.42,300.78,Toys,In-Store,1,2,3.0,4.1
CUST06980,18,Male,San Antonio,208041,6,59.39,356.34,Automotive,Mobile App,5,1,3.2,3.6
CUST06981,55,Female,New York,80107,13,152.41,1981.33,Beauty,In-Store,29,0,3.7,5.4
CUST06982,46,Male,Philadelphia,129564,8,46.75,374.0,Health,In-Store,46,0,4.3,3.7
CUST06983,31,Male,San Jose,83094,12,53.86,646.32,Clothing,Online,56,2,3.5,4.4
CUST06984,30,Male,Houston,95469,11,40.55,446.05,Home & Garden,Online,57,0,3.8,4.2
CUST06985,40,Male,Chicago,77037,13,101.0,1313.0,Toys,Online,6,1,5.0,5.2
CUST06986,23,Male,New York,48037,23,42.9,986.7,Beauty,Online,4,4,4.1,6.9
CUST06987,27,Female,Houston,70878,12,85.43,1025.16,Health,In-Store,40,3,3.6,4.7
CUST06988,63,Male,Chicago,44772,13,58.9,765.7,Clothing,Online,14,0,4.3,4.9
CUST06989,24,Male,Houston,51237,14,86.02,1204.28,Clothing,In-Store,19,4,4.3,5.3
CUST06990,37,Male,Phoenix,20000,9,50.83,457.47,Toys,Online,53,1,3.5,3.9
CUST06991,23,Female,Houston,23586,9,26.33,236.97,Automotive,In-Store,12,2,4.0,4.0
CUST06992,22,Male,San Diego,28980,6,288.53,1731.18,Automotive,Online,32,4,2.9,4.0
CUST06993,32,Male,Phoenix,20000,10,93.1,931.0,Sports,Mobile App,256,1,4.3,3.0
CUST06994,32,Male,Philadelphia,20001,8,135.28,1082.24,Health,Online,17,2,3.8,4.2
CUST06995,47,Male,Chicago,106080,10,102.65,1026.5,Home & Garden,In-Store,33,1,3.1,4.4
CUST06996,24,Female,Houston,44490,12,46.17,554.04,Beauty,Mobile App,27,0,4.5,4.6
CUST06997,34,Female,San Antonio,130208,11,51.53,566.83,Books,Online,106,0,4.0,3.9
CUST06998,64,Female,San Diego,67733,17,99.87,1697.79,Toys,Online,5,2,4.1,6.1
CUST06999,42,Male,Houston,36342,15,95.2,1428.0,Beauty,Online,1,1,3.1,5.6
CUST07000,18,Female,New York,31025,7,49.76,348.32,Groceries,Online,30,1,3.7,3.6
CUST07001,18,Male,Phoenix,72996,9,13.63,122.67,Books,In-Store,68,1,3.5,3.6
CUST07002,38,Female,Los Angeles,34538,14,139.9,1958.6,Beauty,Online,81,1,4.5,5.2
CUST07003,18,Female,Dallas,20000,10,83.55,835.5,Automotive,Online,8,1,4.0,4.5
CUST07004,45,Male,Los Angeles,24878,9,75.07,675.63,Toys,In-Store,9,2,3.8,4.2
CUST07005,31,Male,San Jose,29670,9,68.13,613.17,Health,Online,3,1,3.8,4.2
CUST07006,50,Female,Phoenix,27743,4,10,40,Clothing,Mobile App,1,1,3.0,3.1
CUST07007,30,Non-binary,Dallas,88319,7,166.15,1163.05,Books,Online,13,0,3.6,4.1
CUST07008,62,Female,Los Angeles,29039,10,96.45,964.5,Books,Online,124,2,3.6,3.8
CUST07009,54,Female,Chicago,20075,15,28.14,422.1,Home & Garden,In-Store,24,3,3.5,5.1
CUST07010,32,Female,Los Angeles,84481,16,405.21,6483.36,Health,Online,1,2,3.3,8.0
CUST07011,43,Female,San Jose,30103,6,22.49,134.94,Clothing,In-Store,8,1,3.8,3.5
CUST07012,33,Female,New York,38508,12,29.47,353.64,Electronics,Mobile App,63,3,3.1,4.3
CUST07013,40,Female,Los Angeles,102626,14,54.91,768.74,Sports,Mobile App,2,1,3.2,5.2
CUST07014,33,Male,Chicago,29189,14,75.61,1058.54,Health,Mobile App,1,2,3.2,5.3
CUST07015,45,Male,Chicago,69568,13,36.09,469.17,Clothing,In-Store,3,0,4.4,4.9
CUST07016,38,Female,San Jose,59194,8,26.06,208.48,Toys,In-Store,59,0,3.4,3.5
CUST07017,29,Male,New York,22247,10,93.3,933.0,Health,In-Store,94,3,3.0,4.0
CUST07018,37,Male,Los Angeles,108758,9,49.05,441.45,Automotive,Online,49,0,3.9,3.9
CUST07019,46,Male,Houston,40244,11,15.71,172.81,Sports,Online,18,1,3.1,4.3
CUST07020,26,Male,San Antonio,70361,17,161.53,2746.01,Clothing,Online,27,2,3.3,6.4
CUST07021,18,Male,Philadelphia,38301,16,33.87,541.92,Beauty,Online,21,1,4.1,5.3
CUST07022,33,Male,Los Angeles,29273,12,170.06,2040.72,Beauty,Online,8,1,4.2,5.3
CUST07023,30,Male,Phoenix,44307,14,22.84,319.76,Sports,Online,32,1,3.6,4.8
CUST07024,39,Male,Los Angeles,37282,10,19.92,199.2,Clothing,Mobile App,2,0,4.2,4.2
CUST07025,44,Female,San Antonio,61374,17,152.15,2586.55,Beauty,In-Store,1,3,4.2,6.5
CUST07026,63,Male,Philadelphia,67229,12,119.34,1432.08,Beauty,Online,11,2,4.7,5.1
CUST07027,42,Female,San Antonio,130788,10,26.09,260.9,Home & Garden,In-Store,30,3,3.2,4.1
CUST07028,27,Male,Phoenix,114401,10,100.55,1005.5,Clothing,In-Store,51,0,5.0,4.3
CUST07029,51,Female,Chicago,43327,15,84.55,1268.25,Health,In-Store,22,1,4.1,5.4
CUST07030,44,Male,San Jose,74245,13,144.18,1874.34,Health,Online,28,2,4.0,5.3
CUST07031,39,Male,San Antonio,147021,11,110.81,1218.91,Sports,In-Store,5,0,4.8,4.8
CUST07032,40,Female,Los Angeles,37560,10,133.12,1331.2,Electronics,Online,10,1,3.6,4.7
CUST07033,64,Male,San Antonio,91131,11,16.71,183.81,Books,In-Store,7,2,4.3,4.4
CUST07034,44,Male,New York,50258,14,35.27,493.78,Automotive,In-Store,36,1,3.2,4.9
CUST07035,23,Male,Phoenix,69466,14,26.01,364.14,Groceries,Mobile App,55,1,3.7,4.7
CUST07036,45,Male,Dallas,20000,5,51.32,256.6,Groceries,Online,47,0,4.3,3.1
CUST07037,18,Female,Chicago,72408,10,219.86,2198.6,Groceries,In-Store,23,2,3.8,5.0
CUST07038,28,Female,San Diego,31468,10,40.92,409.2,Beauty,Mobile App,37,1,3.6,4.1
CUST07039,38,Male,San Antonio,86525,10,63.6,636.0,Health,In-Store,29,1,3.3,4.3
CUST07040,43,Male,Chicago,75948,16,124.87,1997.92,Electronics,In-Store,16,1,4.1,6.0
CUST07041,44,Female,San Diego,72083,17,90.28,1534.76,Health,In-Store,56,0,4.6,5.7
CUST07042,29,Female,New York,59114,10,41.11,411.1,Electronics,Online,23,4,3.5,4.2
CUST07043,26,Male,Philadelphia,51509,10,36.98,369.8,Toys,Online,129,0,3.3,3.5
CUST07044,46,Male,San Diego,20000,9,130.72,1176.48,Electronics,In-Store,76,1,3.1,4.0
CUST07045,30,Male,New York,69368,13,67.96,883.48,Electronics,Mobile App,13,3,4.2,5.0
CUST07046,33,Female,Phoenix,85649,15,127.01,1905.15,Automotive,Online,19,5,3.7,5.7
CUST07047,41,Female,Chicago,89503,12,62.46,749.52,Sports,Mobile App,58,1,4.4,4.5
CUST07048,24,Female,Los Angeles,148349,11,65.14,716.54,Groceries,In-Store,29,0,3.6,4.5
CUST07049,50,Male,Philadelphia,30240,8,114.44,915.52,Groceries,Mobile App,65,1,3.5,3.8
CUST07050,58,Female,Philadelphia,72463,11,36.83,405.13,Automotive,Mobile App,43,1,3.1,4.2
CUST07051,38,Female,New York,80541,12,22.18,266.16,Groceries,Mobile App,75,0,4.5,4.2
CUST07052,28,Female,San Antonio,130803,14,36.11,505.54,Electronics,Mobile App,90,2,3.6,4.5
CUST07053,57,Male,Dallas,107477,12,29.53,354.36,Electronics,Online,37,2,3.0,4.4
CUST07054,43,Female,Chicago,32572,7,74.87,524.09,Sports,Online,3,1,3.5,3.8
CUST07055,31,Female,Phoenix,27447,13,98.43,1279.59,Toys,Online,6,1,4.0,5.2
CUST07056,18,Female,San Antonio,69966,13,156.54,2035.02,Health,Mobile App,26,4,3.5,5.4
CUST07057,34,Male,San Jose,66965,10,85.68,856.8,Electronics,Online,23,1,2.9,4.4
CUST07058,44,Male,Dallas,45284,14,61.76,864.64,Health,In-Store,16,1,4.2,5.1
CUST07059,41,Male,Phoenix,54228,16,112.99,1807.84,Home & Garden,Online,9,1,3.1,5.9
CUST07060,60,Female,Philadelphia,54397,13,40.79,530.27,Beauty,Online,15,2,2.7,4.8
CUST07061,33,Male,Dallas,45160,12,56.0,672.0,Automotive,Online,44,2,3.4,4.5
CUST07062,39,Female,Dallas,102410,6,296.11,1776.66,Toys,In-Store,159,0,4.5,3.2
CUST07063,55,Male,San Antonio,68282,17,100.67,1711.39,Health,In-Store,50,0,3.7,5.8
CUST07064,43,Male,Houston,40604,12,43.71,524.52,Books,In-Store,104,0,5.0,4.1
CUST07065,25,Male,Chicago,38584,4,44.76,179.04,Groceries,Mobile App,108,0,4.4,2.5
CUST07066,56,Male,Los Angeles,51952,13,78.55,1021.15,Clothing,In-Store,52,0,3.3,4.8
CUST07067,38,Female,Dallas,28628,8,151.45,1211.6,Books,Online,37,0,4.2,4.1
CUST07068,38,Male,San Jose,46782,11,42.76,470.36,Sports,In-Store,11,3,3.2,4.5
CUST07069,21,Male,Los Angeles,51686,13,30.99,402.87,Health,In-Store,19,2,3.5,4.7
CUST07070,24,Male,New York,72994,14,263.36,3687.04,Home & Garden,Online,18,1,3.4,6.3
CUST07071,33,Female,Phoenix,102144,12,42.24,506.88,Automotive,In-Store,14,6,3.0,4.6
CUST07072,33,Non-binary,Philadelphia,36602,9,198.66,1787.94,Home & Garden,In-Store,24,0,4.7,4.6
CUST07073,19,Female,San Jose,76452,8,48.94,391.52,Sports,Online,2,1,4.4,4.0
CUST07074,41,Female,Los Angeles,74374,14,67.39,943.46,Sports,Online,44,1,4.8,5.0
CUST07075,29,Female,New York,29564,14,63.66,891.24,Beauty,Online,16,2,4.6,5.2
CUST07076,32,Male,Dallas,20000,8,106.0,848.0,Home & Garden,In-Store,37,0,4.8,3.9
CUST07077,51,Female,San Antonio,63011,11,35.96,395.56,Toys,Online,41,1,4.5,4.3
CUST07078,44,Male,San Jose,50424,16,59.97,959.52,Beauty,In-Store,23,3,3.3,5.5
CUST07079,18,Male,San Antonio,43929,13,116.11,1509.43,Toys,Online,3,1,3.4,5.3
CUST07080,53,Female,Dallas,28565,7,83.45,584.15,Automotive,Online,31,0,3.5,3.7
CUST07081,42,Female,San Antonio,53250,16,78.36,1253.76,Beauty,Online,143,3,3.0,4.9
CUST07082,59,Female,San Jose,21089,13,68.63,892.19,Groceries,Online,17,1,4.5,5.0
CUST07083,48,Female,Dallas,149866,12,111.86,1342.32,Groceries,Mobile App,28,1,3.3,4.9
CUST07084,45,Male,Chicago,51535,12,49.54,594.48,Automotive,Mobile App,1,0,4.2,4.8
CUST07085,42,Female,Los Angeles,45873,13,92.25,1199.25,Automotive,Online,26,0,3.6,5.0
CUST07086,75,Male,Houston,98340,17,58.56,995.52,Electronics,Online,1,2,3.7,5.8
CUST07087,32,Female,Philadelphia,104317,9,148.21,1333.89,Books,In-Store,32,0,3.8,4.4
CUST07088,43,Male,San Antonio,128160,10,153.44,1534.4,Toys,Mobile App,36,1,4.3,4.6
CUST07089,49,Female,Dallas,98699,15,84.11,1261.65,Electronics,In-Store,5,2,3.7,5.6
CUST07090,41,Male,Philadelphia,20000,10,96.3,963.0,Automotive,Online,42,3,2.6,4.3
CUST07091,33,Non-binary,Phoenix,48563,13,359.84,4677.92,Health,Online,103,2,4.3,6.0
CUST07092,24,Female,Philadelphia,45925,11,22.48,247.28,Groceries,Online,85,2,3.9,3.9
CUST07093,35,Male,Houston,71773,6,61.03,366.18,Clothing,Mobile App,33,0,4.8,3.4
CUST07094,45,Male,Philadelphia,21898,12,46.5,558.0,Beauty,In-Store,7,1,4.7,4.7
CUST07095,38,Male,Dallas,40625,11,169.66,1866.26,Health,Online,51,2,4.3,4.8
CUST07096,39,Female,San Diego,39469,9,45.76,411.84,Sports,Online,77,1,4.0,3.7
CUST07097,18,Female,Phoenix,44138,20,62.07,1241.4,Automotive,Online,11,3,4.3,6.4
CUST07098,57,Female,Chicago,92859,14,92.44,1294.16,Books,Online,45,0,3.9,5.1
CUST07099,18,Female,Los Angeles,51851,13,34.39,447.07,Health,In-Store,1,3,3.1,4.9
CUST07100,48,Male,Philadelphia,20000,9,23.96,215.64,Home & Garden,Online,56,1,3.9,3.7
CUST07101,26,Male,Philadelphia,56533,15,53.33,799.95,Clothing,In-Store,11,1,4.0,5.3
CUST07102,24,Female,San Antonio,31774,9,131.51,1183.59,Sports,Mobile App,34,1,4.6,4.3
CUST07103,27,Female,San Diego,40291,16,143.16,2290.56,Automotive,In-Store,15,0,4.0,6.1
CUST07104,25,Male,New York,75532,17,58.45,993.65,Electronics,In-Store,14,3,3.1,5.7
CUST07105,55,Male,Dallas,160487,16,59.85,957.6,Groceries,Online,46,2,3.9,5.3
CUST07106,34,Male,Houston,63079,15,32.38,485.7,Electronics,Online,5,2,4.0,5.2
CUST07107,43,Female,San Jose,43223,11,39.54,434.94,Toys,In-Store,28,1,3.9,4.4
CUST07108,47,Male,Phoenix,41629,14,37.91,530.74,Groceries,Online,24,4,2.9,4.9
CUST07109,40,Male,Dallas,63198,12,47.53,570.36,Home & Garden,Online,70,0,4.5,4.3
CUST07110,36,Female,Chicago,35241,6,33.33,199.98,Toys,Online,61,1,4.1,3.2
CUST07111,30,Female,San Jose,44707,11,54.56,600.16,Automotive,In-Store,1,1,3.5,4.6
CUST07112,51,Male,New York,61528,18,56.87,1023.66,Clothing,Mobile App,13,5,4.2,5.9
CUST07113,42,Female,New York,54395,16,131.57,2105.12,Sports,Online,1,1,3.6,6.1
CUST07114,49,Male,Phoenix,29330,8,50.32,402.56,Automotive,Online,24,0,5.0,3.8
CUST07115,54,Female,Philadelphia,62391,5,106.86,534.3,Home & Garden,Online,22,2,3.0,3.4
CUST07116,64,Male,Dallas,41964,13,122.52,1592.76,Books,Online,8,0,3.9,5.3
CUST07117,50,Female,Los Angeles,65400,11,60.67,667.37,Beauty,Online,2,2,3.9,4.6
CUST07118,26,Male,New York,80996,15,26.85,402.75,Beauty,Online,4,0,4.3,5.2
CUST07119,44,Male,San Antonio,78114,10,58.77,587.7,Electronics,In-Store,45,0,4.1,4.1
CUST07120,18,Male,Phoenix,25867,13,77.55,1008.15,Books,In-Store,90,2,3.4,4.6
CUST07121,54,Male,Chicago,115927,14,30.36,425.04,Electronics,In-Store,6,2,3.3,5.0
CUST07122,38,Female,San Antonio,47300,11,52.44,576.84,Sports,In-Store,33,1,3.4,4.4
CUST07123,18,Male,San Jose,34971,11,15.79,173.69,Groceries,In-Store,20,2,3.5,4.3
CUST07124,58,Female,Philadelphia,46444,12,86.77,1041.24,Books,Online,22,3,3.9,4.8
CUST07125,34,Female,Chicago,118389,6,101.97,611.82,Automotive,Online,120,0,4.5,3.0
CUST07126,28,Male,Los Angeles,33565,22,218.43,4805.46,Beauty,Mobile App,16,2,4.4,8.2
CUST07127,25,Female,Houston,83843,6,45.58,273.48,Automotive,Online,120,1,2.8,2.8
CUST07128,45,Male,San Diego,20000,11,71.88,790.68,Toys,Online,1,1,4.0,4.7
CUST07129,48,Male,Chicago,110568,5,45.97,229.85,Clothing,Mobile App,74,0,4.6,2.9
CUST07130,38,Male,San Antonio,74428,8,25.39,203.12,Sports,Online,10,1,4.0,3.8
CUST07131,35,Female,San Antonio,29573,11,13.82,152.02,Toys,In-Store,12,1,3.8,4.3
CUST07132,38,Male,San Antonio,122668,15,37.24,558.6,Electronics,Online,2,2,3.7,5.3
CUST07133,31,Female,New York,84901,4,107.24,428.96,Toys,Mobile App,365,0,3.7,1.0
CUST07134,43,Male,San Jose,39231,11,150.79,1658.69,Health,Mobile App,8,1,3.8,5.0
CUST07135,43,Female,Los Angeles,82293,15,32.65,489.75,Toys,Online,43,3,3.7,5.0
CUST07136,56,Male,Chicago,20000,10,110.62,1106.2,Health,In-Store,65,1,4.2,4.2
CUST07137,41,Male,Los Angeles,20000,16,39.11,625.76,Sports,In-Store,9,2,4.3,5.4
CUST07138,43,Male,Houston,67063,15,125.0,1875.0,Clothing,Online,21,3,3.4,5.7
CUST07139,21,Male,Dallas,35136,21,13.99,293.79,Groceries,In-Store,3,3,3.5,6.2
CUST07140,18,Female,Houston,101969,18,73.09,1315.62,Automotive,In-Store,35,1,3.5,5.9
CUST07141,27,Male,San Jose,81640,15,132.11,1981.65,Toys,Online,5,2,3.8,5.9
CUST07142,32,Male,Philadelphia,41389,14,48.5,679.0,Books,In-Store,16,0,4.0,5.1
CUST07143,51,Female,New York,20000,19,69.4,1318.6,Toys,Online,5,3,3.6,6.3
CUST07144,28,Male,San Jose,21723,11,45.66,502.26,Sports,In-Store,5,0,2.8,4.5
CUST07145,46,Female,Phoenix,63682,22,29.49,648.78,Home & Garden,Mobile App,7,5,3.0,6.5
CUST07146,56,Male,San Diego,29518,12,25.62,307.44,Toys,Online,3,0,3.5,4.6
CUST07147,71,Female,San Jose,86704,13,113.05,1469.65,Groceries,Mobile App,106,0,4.4,4.7
CUST07148,54,Female,San Jose,56007,9,60.3,542.7,Sports,In-Store,35,1,3.9,4.0
CUST07149,29,Female,New York,22468,12,80.02,960.24,Toys,Online,10,5,4.3,4.9
CUST07150,38,Female,Houston,20000,6,99.04,594.24,Sports,Mobile App,74,1,3.2,3.3
CUST07151,41,Male,Philadelphia,111913,16,29.16,466.56,Health,Online,35,1,3.8,5.2
CUST07152,37,Male,New York,75175,13,41.45,538.85,Electronics,Online,30,2,3.5,4.7
CUST07153,21,Female,Phoenix,54425,13,60.79,790.27,Toys,Online,15,2,2.8,4.9
CUST07154,55,Male,Phoenix,61247,15,72.45,1086.75,Health,Mobile App,1,1,3.6,5.5
CUST07155,61,Male,Los Angeles,60554,8,50.36,402.88,Sports,In-Store,11,3,3.1,3.9
CUST07156,54,Female,Chicago,74495,7,19.2,134.4,Beauty,Mobile App,38,0,3.7,3.5
CUST07157,58,Male,Dallas,39444,12,48.98,587.76,Beauty,Online,16,1,4.5,4.7
CUST07158,23,Male,Philadelphia,61168,15,31.29,469.35,Sports,In-Store,17,1,3.7,5.1
CUST07159,27,Female,San Diego,20000,12,96.85,1162.2,Sports,Online,54,2,3.2,4.7
CUST07160,49,Female,Philadelphia,46842,10,86.65,866.5,Toys,Online,16,1,3.8,4.4
CUST07161,39,Female,Chicago,45875,11,50.93,560.23,Home & Garden,Mobile App,102,3,4.2,3.9
CUST07162,39,Female,Philadelphia,67907,18,68.86,1239.48,Beauty,In-Store,3,4,3.3,6.1
CUST07163,24,Female,San Jose,97578,19,201.08,3820.52,Beauty,Online,19,3,3.3,7.3
CUST07164,34,Female,San Diego,31505,12,146.71,1760.52,Beauty,Mobile App,27,1,2.7,5.1
CUST07165,52,Male,San Antonio,93031,16,23.3,372.8,Books,Online,24,2,3.5,5.2
CUST07166,53,Female,Dallas,42798,10,91.45,914.5,Sports,In-Store,18,1,4.2,4.4
CUST07167,24,Male,Houston,53456,17,155.63,2645.71,Books,Online,3,0,3.0,6.5
CUST07168,28,Male,Phoenix,51367,23,28.36,652.28,Toys,Online,4,2,3.9,6.7
CUST07169,29,Male,Los Angeles,43492,8,91.94,735.52,Sports,Online,15,0,3.8,4.0
CUST07170,44,Female,San Diego,32242,10,37.16,371.6,Clothing,Online,92,2,4.0,3.7
CUST07171,50,Non-binary,San Jose,20000,13,365.69,4753.97,Toys,In-Store,22,3,4.3,6.6
CUST07172,28,Female,Houston,77071,8,221.6,1772.8,Sports,Online,35,0,3.1,4.3
CUST07173,34,Male,Philadelphia,62154,10,66.35,663.5,Health,Online,1,0,4.3,4.4
CUST07174,34,Male,Houston,80517,14,161.55,2261.7,Toys,Mobile App,1,3,3.5,5.8
CUST07175,28,Male,San Antonio,54395,18,85.37,1536.66,Electronics,Online,20,3,4.3,6.1
CUST07176,25,Male,San Jose,20000,12,80.25,963.0,Books,Online,90,1,3.9,4.4
CUST07177,40,Male,Philadelphia,34311,8,103.48,827.84,Health,In-Store,58,1,3.1,3.8
CUST07178,50,Female,New York,24704,15,48.53,727.95,Clothing,Online,14,3,2.6,5.3
CUST07179,50,Male,San Antonio,75699,13,103.73,1348.49,Toys,In-Store,30,1,3.1,5.1
CUST07180,41,Female,San Jose,58764,13,104.87,1363.31,Electronics,Online,71,0,3.6,4.8
CUST07181,50,Male,San Jose,50614,20,41.53,830.6,Groceries,Mobile App,14,2,4.3,6.2
CUST07182,26,Male,Los Angeles,55524,10,110.04,1100.4,Books,Mobile App,9,1,3.6,4.6
CUST07183,56,Male,Philadelphia,35034,14,43.04,602.56,Health,Mobile App,53,0,3.9,4.8
CUST07184,18,Male,Dallas,40641,10,69.74,697.4,Health,Online,27,0,4.2,4.3
CUST07185,32,Male,Houston,62745,8,40.29,322.32,Beauty,Mobile App,7,3,3.1,3.9
CUST07186,61,Female,San Diego,27049,7,107.6,753.2,Home & Garden,Online,31,1,3.8,3.8
CUST07187,42,Female,Philadelphia,96199,11,33.07,363.77,Automotive,In-Store,13,0,4.3,4.4
CUST07188,36,Male,New York,37206,12,56.98,683.76,Toys,Online,13,1,4.0,4.7
CUST07189,40,Female,Houston,46609,12,110.05,1320.6,Sports,In-Store,43,2,2.9,4.8
CUST07190,33,Female,Houston,29292,16,16.64,266.24,Beauty,Mobile App,24,3,4.5,5.2
CUST07191,37,Female,San Jose,98234,14,74.02,1036.28,Electronics,Online,7,1,3.7,5.3
CUST07192,54,Male,San Jose,88340,14,24.74,346.36,Toys,Mobile App,3,2,3.0,5.0
CUST07193,35,Male,San Diego,62405,10,58.36,583.6,Sports,Mobile App,1,1,3.0,4.4
CUST07194,47,Male,San Antonio,49062,13,36.85,479.05,Home & Garden,Online,1,2,3.6,4.9
CUST07195,53,Female,San Jose,90844,9,251.06,2259.54,Books,Online,29,1,4.5,4.8
CUST07196,37,Female,Los Angeles,39156,9,143.73,1293.57,Sports,In-Store,21,0,4.9,4.4
CUST07197,52,Male,New York,68198,16,71.33,1141.28,Electronics,Mobile App,5,0,4.2,5.7
CUST07198,36,Female,Houston,39181,12,67.66,811.92,Beauty,In-Store,2,2,4.4,4.9
CUST07199,37,Male,Philadelphia,101437,10,36.73,367.3,Automotive,Mobile App,35,2,3.6,4.1
CUST07200,63,Male,New York,40570,14,195.9,2742.6,Automotive,Online,40,0,4.3,5.8
CUST07201,30,Female,Chicago,37914,6,35.67,214.02,Books,Online,123,2,2.2,2.8
CUST07202,19,Female,San Jose,115178,12,52.22,626.64,Sports,In-Store,8,0,4.2,4.7
CUST07203,58,Female,Chicago,72005,9,23.78,214.02,Automotive,Mobile App,10,3,3.9,4.0
CUST07204,31,Female,San Antonio,26067,11,40.73,448.03,Health,Online,101,2,3.3,3.9
CUST07205,44,Female,Chicago,36782,13,33.49,435.37,Home & Garden,In-Store,4,1,5.0,4.9
CUST07206,43,Male,Phoenix,94364,17,206.04,3502.68,Groceries,Online,16,3,3.7,6.8
CUST07207,49,Male,San Antonio,48096,17,45.42,772.14,Clothing,Mobile App,1,3,4.0,5.7
CUST07208,38,Female,Dallas,68464,12,162.22,1946.64,Health,Mobile App,27,1,5.0,5.2
CUST07209,24,Male,Philadelphia,56556,10,77.23,772.3,Health,Mobile App,45,0,3.3,4.2
CUST07210,40,Male,Philadelphia,181788,7,34.43,241.01,Toys,Mobile App,17,1,3.4,3.6
CUST07211,23,Female,Phoenix,30175,8,48.37,386.96,Books,Mobile App,24,1,4.4,3.8
CUST07212,25,Female,Chicago,35467,10,111.74,1117.4,Beauty,In-Store,1,2,3.4,4.6
CUST07213,29,Male,Phoenix,90109,11,42.3,465.3,Clothing,Online,8,0,4.7,4.5
CUST07214,43,Male,Dallas,74904,13,73.93,961.09,Beauty,Online,15,0,4.1,5.0
CUST07215,26,Male,San Diego,77261,15,47.68,715.2,Home & Garden,In-Store,7,1,3.5,5.3
CUST07216,31,Male,Philadelphia,23312,17,97.33,1654.61,Groceries,Online,44,1,3.0,5.8
CUST07217,31,Female,Dallas,95411,16,222.26,3556.16,Clothing,In-Store,2,1,4.9,6.7
CUST07218,43,Male,San Antonio,54455,9,11.91,107.19,Automotive,Online,1,3,3.4,4.0
CUST07219,40,Male,Phoenix,28680,10,165.17,1651.7,Toys,Mobile App,27,1,4.2,4.7
CUST07220,31,Male,Chicago,52566,11,60.15,661.65,Groceries,Online,14,2,3.1,4.5
CUST07221,36,Male,Dallas,60680,18,61.16,1100.88,Home & Garden,Online,1,1,3.9,6.0
CUST07222,28,Male,New York,46914,18,77.17,1389.06,Clothing,Online,2,1,3.3,6.2
